code,name,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date
000524,岭南控股,22.9652,16.7511,1.7785,0.6647,0.591,67020.8597,27230.1442,12944.9232,470486.4351,191155.6123,广东,酒店餐饮,广州岭南集团控股股份有限公司,Guangzhou Lingnan Group Holdings Company Limited,主板,SZSE,CNY,L,19931118,
000525,红太阳,7.48,12.3046,0.9829,0.806,0.8079,58077.2873,57439.8865,24808.5684,476233.7559,471007.0693,江苏,农药化肥,南京红太阳股份有限公司,"Nanjing Red Sun Co.,Ltd.",主板,SZSE,CNY,L,19931028,
000526,紫光学大,235.9047,353.7866,21.1309,1.0561,1.0245,9619.5107,9619.5107,6089.9144,305515.6598,305515.6598,福建,文教休闲,厦门紫光学大股份有限公司,"Xiamen Unigroup Xue Co.,Ltd.",主板,SZSE,CNY,L,19931101,
000528,柳工,11.9375,9.858,0.9305,0.5216,0.5007,147611.1376,146262.2772,95099.1309,943235.1693,934615.9513,广西,工程机械,广西柳工机械股份有限公司,"Guangxi Liugong Machinery Co.,Ltd.",主板,SZSE,CNY,L,19931118,
000529,广弘控股,22.2112,17.9548,2.3215,1.4859,1.3155,58379.033,56988.4377,25927.6102,371290.6499,362446.4638,广东,食品,广东广弘控股股份有限公司,"Guangdong Guanghong Holdings Co.,Ltd.",主板,SZSE,CNY,L,19931118,
000530,大冷股份,28.3098,22.1216,0.916,1.5912,1.6398,84321.2507,59774.7977,42683.1043,312831.8401,221764.4995,辽宁,机械基件,大连冷冻机股份有限公司,"Dalian Refrigeration Co., Ltd.",主板,SZSE,CNY,L,19931208,
000531,穗恒运A,54.6791,12.6287,1.1124,1.4365,1.488,68508.282,68508.282,28816.3546,448044.1643,448044.1643,广东,火力发电,广州恒运企业集团股份有限公司,Guangzhou Hengyun Enterprises Holding Ltd.,主板,SZSE,CNY,L,19940106,
000532,华金资本,70.1154,64.8774,4.7722,7.2265,7.5807,34470.834,34348.3446,17395.0697,383315.6741,381953.592,广东,多元金融,珠海华金资本股份有限公司,"Zhuhai Huajin Capital Co., Ltd.",主板,SZSE,CNY,L,19940103,
000533,顺钠股份,,,3.057,0.1944,1.3279,69081.6,68490.24,41752.8232,185829.504,184238.7456,广东,电气设备,广东顺钠电气股份有限公司,"Guangdong Shunna Electric Co.,Ltd.",主板,SZSE,CNY,L,19940103,
000534,万泽股份,72.6899,35.1781,4.2882,17.221,7.1793,49178.5096,49137.5657,23426.312,445065.5119,444694.9696,广东,生物制药,万泽实业股份有限公司,"Wedge Industrial Co.,Ltd.",主板,SZSE,CNY,L,19940110,
000536,华映科技,,,1.2918,1.7082,3.794,276603.2803,276308.1622,127405.7814,771723.152,770899.7725,福建,元器件,华映科技(集团)股份有限公司,"CPT Technology (Group) Co., Ltd",主板,SZSE,CNY,L,19931126,
000537,广宇发展,5.225,4.9236,1.0134,0.4832,0.509,186252.072,40594.5814,29917.4047,1307489.5454,284973.9614,天津,区域地产,天津广宇发展股份有限公司,"Tianjin Guangyu Development Co., Ltd.",主板,SZSE,CNY,L,19931210,
000538,云南白药,35.2057,28.2803,3.1113,4.3586,4.0659,127740.3317,60896.5833,46025.5733,11640976.4278,5549505.6361,云南,中成药,云南白药集团股份有限公司,"Yunnan Baiyao Group Co., Ltd.",主板,SZSE,CNY,L,19931215,
000539,粤电力A,45.0377,24.4347,0.8451,0.7796,0.7639,525028.3986,255390.704,81487.7035,2136865.5823,1039440.1653,广东,火力发电,广东电力发展股份有限公司,"Guangdong Electric Power Development Co.,Ltd.",主板,SZSE,CNY,L,19931126,
000540,中天金融,15.0912,,1.2233,1.5663,1.3014,700525.4679,650065.9737,372012.7799,2213660.4786,2054208.4769,贵州,多元金融,中天金融集团股份有限公司,Zhongtian Financial Group Company Limited,主板,SZSE,CNY,L,19940202,
000541,佛山照明,18.084,23.989,1.5619,1.7961,2.033,139934.6154,107207.1544,59557.4743,682880.9232,523170.9135,广东,家用电器,佛山电器照明股份有限公司,"Foshan Electrical and Lighting Co.,Ltd.",主板,SZSE,CNY,L,19931123,
000543,皖能电力,19.1939,11.2564,0.8152,0.7958,0.6876,226686.3331,179039.5978,98063.3989,1067692.6289,843276.5056,安徽,火力发电,安徽省皖能股份有限公司,An Hui Wenergy Company Limited,主板,SZSE,CNY,L,19931220,
000544,中原环保,14.0913,14.5767,1.0091,5.6848,4.1232,97468.4488,97468.4488,30482.9341,583836.0083,583836.0083,河南,环境保护,中原环保股份有限公司,"Central Plains Environment Protection Co.,Ltd",主板,SZSE,CNY,L,19931208,
000545,金浦钛业,28.6249,39.7708,1.3866,1.575,1.5636,98683.3096,95940.3096,61736.2948,292102.5964,283983.3164,吉林,化工原料,金浦钛业股份有限公司,"JILIN GPRO TITANIUM INDUSTRY CO.,LTD",主板,SZSE,CNY,L,19931215,
000546,金圆股份,20.3165,18.67,1.8769,0.9545,0.9594,71464.4396,66793.612,42001.1577,761096.2817,711351.9678,吉林,水泥,金圆环保股份有限公司,"Jinyuan Ep Co.,Ltd",主板,SZSE,CNY,L,19931215,
000547,航天发展,33.5996,28.9991,2.0211,4.2839,3.5229,160567.8881,110187.2269,101210.348,1506126.7904,1033556.1883,福建,通信设备,航天工业发展股份有限公司,"Addsino Co.,Ltd.",主板,SZSE,CNY,L,19931130,
000548,湖南投资,49.4969,36.4504,1.177,6.6691,6.2921,49921.5811,49916.9124,33786.2667,199187.1086,199168.4805,湖南,路桥,湖南投资集团股份有限公司,"Hunan Investment Group Co.,Ltd.",主板,SZSE,CNY,L,19931220,
000550,江铃汽车,131.691,393.6794,1.1509,0.4281,0.4248,86321.4,51842.706,16425.106,1209362.814,726316.3111,江西,汽车整车,江铃汽车股份有限公司,"Jiangling Motors Corporation, Ltd.",主板,SZSE,CNY,L,19931201,
000551,创元科技,28.4356,27.2352,1.4211,0.8206,0.7755,40008.0405,40008.0405,25695.5351,244849.2079,244849.2079,江苏,专用机械,创元科技股份有限公司,"Create Technology & Science Co., Ltd.",主板,SZSE,CNY,L,19940106,
000552,靖远煤电,10.1016,12.4853,0.7605,1.4139,1.4757,228697.105,228374.1262,113253.5682,578603.6757,577786.5393,甘肃,煤炭开采,甘肃靖远煤电股份有限公司,"Gansu Jingyuan Coal Industry and Electricity Power Co.,Ltd",主板,SZSE,CNY,L,19940106,
000553,安道麦A,10.041,36.8429,1.0388,0.9417,0.8954,244655.3582,46861.6702,34892.95,2412301.8319,462056.0682,湖北,农药化肥,安道麦股份有限公司,ADAMA Ltd.,主板,SZSE,CNY,L,19931203,
000554,泰山石油,1191.1209,967.4428,2.4784,0.7265,0.7409,48079.3318,36264.9711,36264.9711,223568.8929,168632.1156,山东,石油贸易,中国石化山东泰山石油股份有限公司,"SINOPEC Shandong Taishan Petroleum CO.,LTD",主板,SZSE,CNY,L,19931215,
000555,神州信息,277.54,,2.2984,1.2871,1.2782,97038.1273,94108.4909,38505.8817,1168339.0527,1133066.2304,深圳,软件服务,神州数码信息服务股份有限公司,Digital China Information Service Company Ltd.,主板,SZSE,CNY,L,19940408,
000557,西部创业,33.3512,64.8208,0.9949,6.4587,5.9741,145837.4735,58524.5214,58523.6391,491472.2857,197227.6371,宁夏,铁路,宁夏西部创业实业股份有限公司,"Ningxia Western Venture Industrial Co., Ltd.",主板,SZSE,CNY,L,19940617,
000558,莱茵体育,,,3.5151,6.038,32.5595,128922.3949,128841.9854,59411.9674,424154.6792,423890.132,浙江,文教休闲,莱茵达体育发展股份有限公司,"Lander Sports Development Co.,Ltd.",主板,SZSE,CNY,L,19940509,
000559,万向钱潮,19.0886,24.7048,2.7159,1.214,1.3216,275315.9454,275314.9374,119737.9987,1379332.8865,1379327.8364,浙江,汽车配件,万向钱潮股份有限公司,"Wanxiang Qianchao Co.,Ltd.",主板,SZSE,CNY,L,19940110,
000560,我爱我家,16.7235,13.7044,1.0673,0.987,0.9622,235550.0851,179775.0374,127607.4618,1055264.3812,805392.1676,云南,房产服务,我爱我家控股集团股份有限公司,"5I5J Holding Group Co., Ltd.",主板,SZSE,CNY,L,19940202,
000561,烽火电子,45.786,47.5556,2.8732,3.2365,3.2707,60469.2321,59649.4745,26737.1451,396073.4703,390704.058,陕西,通信设备,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",主板,SZSE,CNY,L,19940509,
000563,陕国投A,49.7558,29.3099,1.4776,15.4728,9.6704,396401.2846,396401.2846,173629.1422,1589569.1512,1589569.1512,陕西,多元金融,陕西省国际信托股份有限公司,"Shaanxi International Trust Co.,Ltd",主板,SZSE,CNY,L,19940110,
000564,供销大集,17.4929,,0.4288,0.8257,1.9822,600782.8231,200589.5931,151453.1699,1333737.8673,445308.8967,陕西,百货,供销大集集团股份有限公司,"Ccoop Group Co., Ltd",主板,SZSE,CNY,L,19940110,
000565,渝三峡A,46.0232,32.4709,1.8371,3.2971,5.3072,43359.222,43359.222,25778.3238,208124.2656,208124.2656,重庆,染料涂料,重庆三峡油漆股份有限公司,"Chongqing Sanxia Paints Co.,Ltd.",主板,SZSE,CNY,L,19940408,
000566,海南海药,63.7994,558.217,1.5955,3.0862,3.2387,133597.9264,120349.6461,100046.6685,762844.1597,687196.4792,海南,化学制药,海南海药股份有限公司,"Hainan Haiyao Co.,Ltd.",主板,SZSE,CNY,L,19940525,
000567,海德股份,43.2111,26.3895,1.2198,15.3812,13.4671,64113.8926,21778.3026,15701.6227,521245.9468,177057.6001,海南,多元金融,海南海德实业股份有限公司,"Hainan Haide Industry Co.,Ltd",主板,SZSE,CNY,L,19940525,
000568,泸州老窖,35.8451,27.582,6.732,9.5702,8.1826,146475.2476,146010.5295,71304.5764,12494338.6203,12454698.1664,四川,白酒,泸州老窖股份有限公司,"Luzhou Laojiao Co.,Ltd",主板,SZSE,CNY,L,19940509,
000570,苏常柴A,39.0111,41.2039,1.1631,1.1344,1.1577,56137.4326,41137.4326,24052.909,241952.3345,177302.3345,江苏,机械基件,常柴股份有限公司,"Changchai Company,Limited",主板,SZSE,CNY,L,19940701,
000573,粤宏远A,36.3953,7.996,1.0551,2.0778,1.3617,64873.0604,62909.8003,50123.8296,189429.3364,183696.6169,广东,区域地产,东莞宏远工业区股份有限公司,DongGuan Winnerway Industry Zone LTD.,主板,SZSE,CNY,L,19940815,
000576,广东甘化,31.9261,14.1161,2.8195,7.6518,6.3753,44286.1324,42798.4418,24239.6918,313102.9561,302584.9835,广东,造纸,江门甘蔗化工厂(集团)股份有限公司,"Jiangmen Sugarcane Chemical Factory (Group) Co.,Ltd",主板,SZSE,CNY,L,19940907,
000581,威孚高科,7.748,8.9806,1.1288,2.1286,2.2691,100895.057,83649.0491,48958.9693,1856469.0488,1539142.5034,江苏,汽车配件,无锡威孚高科技集团股份有限公司,"Weifu High-Technology Group Co.,Ltd.",主板,SZSE,CNY,L,19980924,
000582,北部湾港,20.5033,15.3105,1.3799,3.1445,2.9046,163461.6854,26317.5194,26317.5194,1324039.6517,213171.9071,广西,港口,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",主板,SZSE,CNY,L,19951102,
000584,哈工智能,30.1186,51.7327,2.0836,1.5213,2.0231,61332.4339,59831.5925,41493.1948,362474.6843,353604.7117,江苏,专用机械,江苏哈工智能机器人股份有限公司,"Jiangsu Hagong Intelligent Robot Co.,Ltd",主板,SZSE,CNY,L,19951128,
000586,汇源通信,,374.129,7.9813,4.5333,4.2593,19344.0,19344.0,12491.6369,193440.0,193440.0,四川,通信设备,四川汇源光通信股份有限公司,"Sichuan Huiyuan Optical Communications Co.,Ltd.",主板,SZSE,CNY,L,19951220,
000587,金洲慈航,,,0.863,0.3648,2.9615,212374.933,121301.185,84554.2658,382274.8794,218342.133,黑龙江,批发业,金洲慈航集团股份有限公司,"Jinzhou Cihang Group Co., Ltd",主板,SZSE,CNY,L,19960425,
000589,贵州轮胎,37.9055,21.7481,0.9435,0.4897,0.5147,77546.4304,77538.8237,57894.3335,334225.115,334192.3301,贵州,汽车配件,贵州轮胎股份有限公司,"Guizhou Tyre Co.,Ltd.",主板,SZSE,CNY,L,19960308,
000590,启迪古汉,,,4.6045,14.7953,10.1359,23947.1267,22323.6227,12024.7492,274913.0145,256275.1886,湖南,中成药,启迪古汉集团股份有限公司,"Tus-Guhan Group Corp., Ltd.",主板,SZSE,CNY,L,19960119,
000591,太阳能,12.0686,10.8228,0.7859,2.0656,1.8235,300709.8032,203709.8929,196375.417,1040455.9191,704836.2294,重庆,新型电力,中节能太阳能股份有限公司,"CECEP Solar Energy Co.,Ltd.",主板,SZSE,CNY,L,19960208,
000592,平潭发展,200.154,,1.6242,5.6378,5.7304,193178.0892,191382.4415,142317.6309,527376.1835,522474.0653,福建,林业,中福海峡(平潭)发展股份有限公司,Zhongfu Straits (Pingtan) Development Company Limited,主板,SZSE,CNY,L,19960327,
000593,大通燃气,,,2.3257,3.4842,2.7244,35863.1009,35848.3169,20317.6813,219840.8085,219750.1826,四川,供气供热,四川大通燃气开发股份有限公司,"Sichuan Datong Gas Development Co., Ltd.",主板,SZSE,CNY,L,19960312,
000595,宝塔实业,,,4.8791,6.0815,7.4804,76427.925,75176.185,35334.5926,262912.062,258606.0764,宁夏,机械基件,宝塔实业股份有限公司,"Baota Industry Co.,Ltd.",主板,SZSE,CNY,L,19960419,
000596,古井贡酒,33.6549,26.1576,6.6432,6.5683,5.6338,50360.0,38360.0,11219.5978,5705284.4,4345804.4,安徽,白酒,安徽古井贡酒股份有限公司,Anhui Gujing Distillery Company Limited,主板,SZSE,CNY,L,19960927,
000597,东北制药,31.3781,28.6443,1.6429,0.8203,0.7756,90472.663,81722.7873,41645.765,612499.9285,553263.27,辽宁,化学制药,东北制药集团股份有限公司,"Northeast Pharmaceutical Group Co., Ltd.",主板,SZSE,CNY,L,19960523,
000598,兴蓉环境,13.5706,12.5085,1.2079,3.2234,3.0219,298621.8602,298621.8602,172661.3108,1340812.1523,1340812.1523,四川,水务,成都市兴蓉环境股份有限公司,"Chengdu Xingrong Environment Co., Ltd.",主板,SZSE,CNY,L,19960529,
000599,青岛双星,134.6187,1434.7522,1.001,0.9888,0.927,82850.3191,76769.1542,57272.7376,370340.9264,343158.1193,山东,汽车配件,青岛双星股份有限公司,"Qingdao Doublestar Co.,Ltd",主板,SZSE,CNY,L,19960430,
000600,建投能源,19.8313,13.977,0.7603,0.6128,0.6147,179162.6376,109004.4126,61563.3843,856397.4077,521041.0922,河北,火力发电,河北建投能源投资股份有限公司,"Jointo Energy Investment Co.,Ltd.Hebei",主板,SZSE,CNY,L,19960606,
000601,韶能股份,22.2949,13.1785,1.3968,1.9699,1.6148,108055.1669,107983.2057,84060.3265,675344.7931,674895.0356,广东,水力发电,广东韶能集团股份有限公司,"Guangdong Shaoneng Group Co.,Ltd.",主板,SZSE,CNY,L,19960830,
000603,盛达资源,20.46,16.8803,3.9064,3.5076,2.9301,68996.9346,58651.2974,31175.5136,842452.5715,716132.3413,北京,铅锌,盛达金属资源股份有限公司,"Shengda Resources Co.,Ltd.",主板,SZSE,CNY,L,19960823,
000605,渤海股份,38.6344,42.0691,1.0983,1.4766,1.4417,35265.86,27298.7492,11994.0836,231344.0416,179079.7948,北京,水务,渤海水业股份有限公司,"Bohai Water Industry Co., Ltd.",主板,SZSE,CNY,L,19960913,
000606,顺利办,45.3162,,1.4579,5.7502,2.9789,76579.9353,70720.1606,47507.4574,422721.2429,390375.2865,青海,互联网,顺利办信息服务股份有限公司,"Shunliban Information Service Co., Ltd",主板,SZSE,CNY,L,19961004,
000607,华媒控股,44.702,41.0039,2.7243,2.6875,2.5496,101769.841,88484.0694,38754.7912,470176.6654,408796.4006,浙江,广告包装,浙江华媒控股股份有限公司,"Zhejiang Huamei Holding Co., Ltd.",主板,SZSE,CNY,L,19960830,
000608,阳光股份,338.1936,,1.3268,13.4224,16.7614,74991.3309,74980.1859,39801.1,387705.1808,387647.5611,广西,区域地产,阳光新业地产股份有限公司,"Yang Guang Co., Ltd.",主板,SZSE,CNY,L,19960919,
000609,中迪投资,,,1.3412,65.3474,59.6436,29926.5522,29197.3722,20721.5419,192726.9962,188031.077,北京,区域地产,北京中迪投资股份有限公司,"Beijing Zodi Investment Co., Ltd.",主板,SZSE,CNY,L,19961010,
000610,西安旅游,20.4112,19.2078,2.2632,2.2182,2.1443,23674.7901,23527.7769,17067.5624,196500.7578,195280.5483,陕西,旅游服务,西安旅游股份有限公司,"Xi'An Tourism Co.,Ltd.",主板,SZSE,CNY,L,19960926,
000612,焦作万方,,,1.1481,0.9958,0.9901,119219.9394,118920.0727,60082.8999,488801.7515,487572.2981,河南,铝,焦作万方铝业股份有限公司,"Jiaozuo Wanfang Aluminum Manufacturing Co.,Ltd.",主板,SZSE,CNY,L,19960926,
000613,大东海A,2959.473,,24.9822,65.5034,76.0141,36410.0,26587.66,19378.482,193337.1,141180.4746,海南,旅游服务,海南大东海旅游中心股份有限公司,"Hainan Dadonghai Tourism Centre (Holdings) Co.,Ltd",主板,SZSE,CNY,L,19970128,
000615,京汉股份,23.2724,33.6382,2.057,1.2675,1.2188,78230.7677,74949.1368,34207.7344,366119.9928,350761.9602,湖北,全国地产,京汉实业投资集团股份有限公司,"Kinghand Industrial Investment Group Co.,Ltd.",主板,SZSE,CNY,L,19961016,
000616,海航投资,9.7579,219.0299,0.785,12.6118,13.1006,143023.4425,143023.4425,114445.8002,340395.7932,340395.7932,辽宁,全国地产,海航投资集团股份有限公司,"HNA Investment Group Co.,Ltd.",主板,SZSE,CNY,L,19961108,
000617,中油资本,14.2603,13.7546,1.2564,164.5283,131.5189,903005.6485,28753.92,11501.568,10321354.5624,328657.3056,新疆,多元金融,中国石油集团资本股份有限公司,Cnpc Capital Company Limited,主板,SZSE,CNY,L,19961022,
000619,海螺型材,205.1793,74.7113,0.8051,0.6442,0.5735,36000.0,36000.0,23962.0607,199080.0,199080.0,安徽,其他建材,芜湖海螺型材科技股份有限公司,"Wuhu Conch Profiles and Science Co., Ltd",主板,SZSE,CNY,L,19961023,
000620,新华联,7.8812,8.9583,1.2819,0.6679,0.6948,189669.042,189661.4445,73634.1858,935068.3771,935030.9214,北京,全国地产,新华联文化旅游发展股份有限公司,"MACROLINK CULTURALTAINMENT DEVELOPMENT CO., LTD.",主板,SZSE,CNY,L,19961029,
000622,恒立实业,596.1687,108.2789,9.1237,9.6184,4.9166,42522.6,42522.6,23824.6,187949.892,187949.892,湖南,汽车配件,恒立实业发展集团股份有限公司,"Hengli Industrial Development Group Co., Ltd.",主板,SZSE,CNY,L,19961107,
000623,吉林敖东,19.0152,14.8312,0.8254,5.3497,5.4117,116303.2535,114204.0102,85037.5435,1778276.746,1746179.316,吉林,化学制药,吉林敖东药业集团股份有限公司,"Jilin Aodong Pharmaceutical Group Co., Ltd.",主板,SZSE,CNY,L,19961028,
000625,长安汽车,62.4382,,0.9756,0.6411,0.6904,480264.8511,390064.3469,193728.585,4250343.9322,3452069.4701,重庆,汽车整车,重庆长安汽车股份有限公司,Chongqing Changan Automobile Company Limited,主板,SZSE,CNY,L,19970610,
000626,远大控股,81.882,42.936,1.4691,0.0591,0.0573,54287.4902,46394.64,16726.29,390327.0545,333577.4616,江苏,商贸代理,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd",主板,SZSE,CNY,L,19961128,
000627,天茂集团,24.9542,24.8782,1.6283,1.0695,0.6727,494062.9165,430312.9165,166586.6288,3310221.5406,2883096.5406,湖北,保险,天茂实业集团股份有限公司,"Hubei Biocause Pharmaceutical Co.,Ltd.",主板,SZSE,CNY,L,19961112,
000628,高新发展,54.2227,34.7574,3.1966,3.114,1.4291,31148.0,18798.034,16105.804,296840.44,179145.264,四川,园区开发,成都高新发展股份有限公司,"Chengdu Hi-Tech Development Co., Ltd.",主板,SZSE,CNY,L,19961118,
000629,攀钢钒钛,7.8943,9.9459,2.5811,1.609,1.64,858974.6202,476713.9025,354849.335,2439487.9214,1353867.4831,四川,小金属,攀钢集团钒钛资源股份有限公司,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",主板,SZSE,CNY,L,19961115,
000630,铜陵有色,32.0801,30.6544,1.2524,0.2688,0.2445,1052653.3308,956055.8253,577979.3738,2273731.1945,2065080.5826,安徽,铜,铜陵有色金属集团股份有限公司,"Tongling Nonferrous Metals Group Co.,Ltd",主板,SZSE,CNY,L,19961120,
000631,顺发恒业,6.4142,9.3774,1.0234,2.4274,2.8792,243251.9168,243251.9168,67446.4427,659212.6945,659212.6945,吉林,区域地产,顺发恒业股份公司,Shunfa Hengye Corporation.,主板,SZSE,CNY,L,19961122,
000632,三木集团,87.9752,76.6129,2.2,0.4156,0.4688,46551.957,46548.5356,32256.0197,291415.2508,291393.8329,福建,综合类,福建三木集团股份有限公司,"Fujian Sanmu Group Co.,Ltd.",主板,SZSE,CNY,L,19961121,
