code,name,enname,pct_chg_exact,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,limit_up_count,up_count,up_true_count,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10,,,,,
600015,华夏银行,"Hua Xia Bank Co.,Limited",0.94,0,2,0,False,7.41,7.5,7.4,7.48,7.41,0.07,1.35,217469.0,162356.662,SH,0.1696,1.73,7.43,0.67,7.45,-0.13,7.47,-0.66,,,,
600017,日照港,"Rizhao Port Co.,Ltd.",1.79,0,3,0,False,2.8,2.85,2.79,2.85,2.8,0.05,2.14,147717.14,41821.72,SH,0.4803,2.38,2.81,2.52,2.81,1.79,2.81,0.71,,,,
600018,上港集团,"Shanghai International Port (Group) Co., Ltd.",1.8,0,2,0,False,5.55,5.66,5.51,5.65,5.55,0.1,2.7,167035.23,93710.9,SH,0.0721,1.63,5.58,1.62,5.59,1.62,5.59,-0.7,,,,
600019,宝钢股份,"Baoshan Iron & Steel Co.,Ltd.",4.73,0,2,2,False,5.6,5.81,5.56,5.76,5.5,0.26,4.55,2107810.22,1202209.51,SH,0.9537,1.8,5.55,7.06,5.48,9.3,5.41,5.11,,,,
600021,上海电力,"SHANGHAI ELECTRIC POWER CO.,LTD",0.55,0,3,2,False,7.3,7.32,7.2,7.3,7.26,0.04,1.65,47429.92,34453.371,SH,0.2021,0.82,7.25,2.38,7.22,2.38,7.21,1.11,,,,
600022,山东钢铁,Shandong Iron and Steel Company Ltd,5.88,0,3,1,False,1.37,1.46,1.37,1.44,1.36,0.08,6.62,1502542.76,213407.34,SH,1.3726,3.21,1.38,7.46,1.37,6.67,1.36,5.88,,,,
600023,浙能电力,"Zhejiang Zheneng Electric Power CO.,LTD",1.84,0,3,0,False,3.79,3.88,3.79,3.87,3.8,0.07,2.37,193914.16,74532.892,SH,0.1426,1.89,3.81,3.2,3.79,3.75,3.77,1.84,,,,
600026,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",1.54,0,7,0,False,5.83,5.95,5.82,5.94,5.85,0.09,2.22,149453.84,88349.826,SH,0.5462,1.09,5.87,4.21,5.79,5.32,5.71,4.95,,,,
600027,华电国际,Huadian Power International Corporation Limited,1.92,0,3,0,False,3.64,3.72,3.64,3.71,3.64,0.07,2.2,379278.26,140217.775,SH,0.5422,1.45,3.64,5.7,3.59,6.3,3.58,1.92,,,,
600039,四川路桥,"Sichuan Road&Bridge Co.,Ltd",1.87,0,3,1,False,3.21,3.26,3.19,3.26,3.2,0.06,2.19,187065.31,60557.749,SH,0.5411,2.36,3.22,2.52,3.21,2.19,3.21,1.87,,,,
600048,保利地产,"Poly Developments and Holdings Group Co., Ltd.",3.34,0,2,2,False,14.45,15.01,14.44,14.85,14.37,0.48,3.97,1194584.8,1769638.726,SH,1.0012,1.84,14.5,3.41,14.47,5.02,14.3,5.17,,,,
600060,海信电器,"Qingdao Hisense Electronics Co.,Ltd.",1.71,0,3,4,False,9.37,9.66,9.31,9.49,9.33,0.16,3.75,165566.97,156229.214,SH,1.2653,1.53,9.27,6.99,9.12,7.35,9.07,5.33,,,,
600068,葛洲坝,China Gezhouba Group Company Limited,1.96,0,3,0,False,6.1,6.3,6.08,6.24,6.12,0.12,3.59,621865.95,387344.969,SH,1.3505,2.21,6.12,5.23,6.06,4.7,5.96,9.09,,,,
600083,博信股份,"Jiangsu Boxin Investing & Holdings Co.,Ltd",0.72,0,2,0,False,20.88,21.2,20.5,21.03,20.88,0.15,3.35,30029.0,62709.922,SH,1.3171,0.63,20.92,-1.22,21.15,-2.19,21.32,3.75,,,,
600094,大名城,Greattown Holdings Ltd.,0.97,0,2,0,False,6.15,6.29,6.06,6.22,6.16,0.06,3.73,383473.94,237763.021,SH,1.6844,0.99,6.17,0.65,6.18,1.97,6.35,-7.58,,,,
600105,永鼎股份,JIANGSU ETERN COMPANY LIMITED,10.03,2,2,2,False,4.25,4.39,4.05,4.39,3.99,0.4,8.52,774848.49,326822.478,SH,6.2575,7.24,4.0,19.95,3.88,21.27,3.76,17.38,,,,
600106,重庆路桥,"Chongqing Road&Bridge Co.,Ltd",1.37,0,2,1,False,2.93,2.96,2.9,2.96,2.92,0.04,2.05,45507.2,13350.38,SH,0.3767,2.13,2.93,1.37,2.93,1.37,2.93,1.37,,,,
600110,诺德股份,"Nuode Investment Co.,Ltd",0.71,0,3,0,False,4.2,4.37,4.11,4.24,4.21,0.03,6.18,730232.55,309357.004,SH,6.3481,3.59,4.09,11.29,3.99,11.58,3.92,7.61,,,,
600117,西宁特钢,"Xining Special Steel Co.,Ltd",9.67,0,3,1,True,3.35,3.64,3.33,3.63,3.31,0.32,9.37,349289.06,124109.076,SH,4.7124,7.44,3.37,14.51,3.3,14.51,3.23,14.51,,,,
600118,中国卫星,"China Spacesat Co.,Ltd.",0.15,0,3,1,False,20.44,20.45,20.1,20.36,20.33,0.03,1.72,35452.58,72004.766,SH,0.2998,1.11,20.34,0.44,20.32,1.14,20.26,-0.59,,,,
600121,郑州煤电,"Zhengzhou Coal Industry & Electric Power Co.,Ltd.",10.04,1,6,0,False,2.37,2.63,2.35,2.63,2.39,0.24,11.72,495319.43,127578.124,SH,4.0653,6.97,2.43,17.41,2.35,20.09,2.26,21.2,,,,
600123,兰花科创,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",3.23,0,6,1,False,6.22,6.44,6.22,6.4,6.2,0.2,3.55,264482.79,168092.106,SH,2.3152,5.05,6.26,4.4,6.2,5.44,6.14,5.44,,,,
600139,西部资源,"Sichuan Western Resources Holding Co., Ltd",3.4,0,2,1,False,3.25,3.35,3.19,3.35,3.24,0.11,4.94,243587.99,80120.054,SH,3.6802,2.21,3.26,4.04,3.23,7.72,3.18,7.72,,,,
600155,华创阳安,"Polaris Bay Group Co.,Ltd.",1.49,0,3,0,False,12.12,12.35,11.73,12.3,12.12,0.18,5.12,220131.23,265545.501,SH,1.9511,1.16,12.1,4.59,12.0,3.8,11.88,4.15,,,,
600157,永泰能源,"Wintime Energy Co.,Ltd.",6.34,0,2,0,False,1.41,1.55,1.41,1.51,1.42,0.09,9.86,3426816.34,512671.73,SH,2.7578,3.95,1.44,7.09,1.42,11.85,1.39,10.22,,,,
600159,大龙地产,"Beijing Dalong Weiye Real Estate Development Co.,Ltd",1.63,0,3,0,False,2.45,2.49,2.43,2.49,2.45,0.04,2.45,36986.73,9131.071,SH,0.4456,1.04,2.46,4.62,2.43,6.41,2.4,5.06,,,,
600165,新日恒力,"Ningxia Xinri Hengli Steel Wire Rope Co., Ltd",2.23,0,2,0,False,4.04,4.16,4.04,4.13,4.04,0.09,2.97,144623.18,59127.008,SH,2.1116,2.18,4.07,2.23,4.05,5.09,3.98,4.29,,,,
600169,太原重工,"Taiyuan Heavy Industry Co.,Ltd.",2.21,0,3,2,False,2.27,2.34,2.24,2.31,2.26,0.05,4.42,128877.61,29562.231,SH,0.5027,1.84,2.27,4.05,2.26,4.52,2.23,4.05,,,,
600175,美都能源,MeiDu Energy Corporation,3.41,0,5,0,False,1.76,1.85,1.75,1.82,1.76,0.06,5.68,440458.77,79337.008,SH,1.2315,1.74,1.78,4.6,1.76,8.33,1.74,5.81,,,,
600185,格力地产,"Gree Real Estate Co.,Ltd",3.28,0,2,0,False,4.88,5.07,4.86,5.04,4.88,0.16,4.3,53757.65,26794.108,SH,0.2609,1.91,4.92,3.49,4.91,2.86,4.96,-1.18,,,,
600188,兖州煤业,Yanzhou Coal Mining Company Limited,7.71,0,3,2,False,9.27,10.02,9.27,9.92,9.21,0.71,8.14,608486.03,589896.62,SH,2.0558,3.34,9.43,8.53,9.32,7.46,9.35,6.63,,,,
600202,哈空调,"Harbin Air Conditioning Co.,Ltd.",1.07,0,2,0,False,4.69,4.74,4.61,4.74,4.69,0.05,2.77,16036.01,7513.306,SH,0.4183,1.15,4.7,1.28,4.71,1.72,4.71,1.28,,,,
600219,南山铝业,"Shandong Nanshan Aluminium Co., Ltd.",3.3,0,2,0,False,2.12,2.19,2.11,2.19,2.12,0.07,3.77,1079431.9,233523.522,SH,1.1029,3.21,2.14,4.29,2.12,4.78,2.11,4.78,,,,
600220,江苏阳光,"Jiangsu Sunshine Co.,Ltd.",1.4,0,3,2,False,2.15,2.17,2.12,2.17,2.14,0.03,2.34,45907.14,9850.784,SH,0.2574,1.44,2.15,2.84,2.13,4.33,2.12,2.84,,,,
600221,海航控股,"Hainan Airlines Holding Co., Ltd.",1.81,0,2,0,False,1.66,1.7,1.66,1.69,1.66,0.03,2.41,580108.32,97635.872,SH,0.3529,1.99,1.67,2.42,1.66,2.42,1.66,0.6,,,,
600230,沧州大化,"Cangzhou Dahua Co.,Ltd",7.67,0,3,0,False,9.5,10.26,9.42,10.25,9.52,0.73,8.82,162529.61,162238.654,SH,3.9462,3.92,9.74,9.86,9.61,10.22,9.45,10.33,,,,
600231,凌钢股份,"Lingyuan Iron & Steel Co.,Ltd.",7.06,0,3,1,False,2.71,2.9,2.71,2.88,2.69,0.19,7.06,319695.48,90832.692,SH,1.1537,6.51,2.73,9.92,2.69,9.92,2.66,9.09,,,,
600236,桂冠电力,"Guangxi Guiguan Electric Power Co.,Ltd.",0.63,0,3,0,False,4.77,4.82,4.75,4.8,4.77,0.03,1.47,41549.58,19917.178,SH,0.0527,1.0,4.77,1.48,4.76,0.84,4.72,4.58,,,,
600246,万通地产,"Beijing Vantone Real Estate Co.,Ltd",2.4,0,3,0,False,4.17,4.3,4.17,4.27,4.17,0.1,3.12,59961.85,25482.741,SH,0.2919,1.97,4.19,6.75,4.13,8.1,4.05,3.89,,,,
600256,广汇能源,"Guanghui Energy Co.,Ltd.",2.17,0,3,0,False,3.23,3.3,3.23,3.3,3.23,0.07,2.17,264034.73,86328.156,SH,0.3919,2.13,3.25,2.8,3.24,3.12,3.22,3.12,,,,
600258,首旅酒店,"BTG Hotels (Group) Co., Ltd.",1.43,0,2,0,False,17.38,17.8,16.88,17.75,17.5,0.25,5.26,72704.92,126594.646,SH,1.164,1.29,17.41,2.66,17.42,1.14,17.64,-2.04,,,,
600266,城建发展,"Beijing Urban Construction Investment & Development Co.,Ltd.",1.27,0,2,0,False,7.85,8.08,7.85,7.97,7.87,0.1,2.92,145572.78,116061.403,SH,0.7741,1.32,7.86,2.44,7.81,4.59,7.73,4.87,,,,
600268,国电南自,"Guodian Nanjing Automation Co.,Ltd",1.75,0,3,0,False,5.0,5.37,4.88,5.22,5.13,0.09,9.55,250094.82,127233.385,SH,3.937,1.99,5.14,13.23,4.93,14.22,4.78,12.74,,,,
600280,中央商场,"Nanjing Central Emporium (Group) Stocks Co.,Ltd.",3.55,0,3,2,False,2.84,3.06,2.8,2.92,2.82,0.1,9.22,110916.69,32399.471,SH,0.9659,2.69,2.84,6.96,2.8,8.55,2.79,0.34,,,,
600282,南钢股份,"Nanjing Iron & Steel Co.,Ltd.",5.49,0,6,2,False,3.34,3.51,3.33,3.46,3.28,0.18,5.49,1007159.87,345642.858,SH,2.2743,3.19,3.31,8.81,3.26,10.9,3.16,14.95,,,,
600283,钱江水利,"Qian Jiang Water Resources Development Co.,Ltd",3.46,0,2,0,False,9.69,10.18,9.63,10.18,9.84,0.34,5.59,46662.32,46816.361,SH,1.3219,1.7,9.85,4.2,9.85,8.64,9.77,3.04,,,,
600291,西水股份,"Xishui Strong Year Co.,Ltd Inner Mongolia",0.97,0,3,0,False,8.23,8.34,8.16,8.34,8.26,0.08,2.18,60457.11,49964.632,SH,0.5531,1.2,8.27,2.33,8.25,2.58,8.23,1.58,,,,
600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",1.42,0,2,1,False,8.48,8.74,8.41,8.55,8.43,0.12,3.91,122827.28,105561.973,SH,2.007,2.77,8.43,2.4,8.39,4.91,8.26,3.76,,,,
600300,维维股份,"V V Food & Beverage Co.,Ltd.",1.77,0,2,0,False,2.83,2.89,2.82,2.88,2.83,0.05,2.47,127309.11,36393.952,SH,0.7614,1.57,2.84,2.49,2.83,3.97,2.81,1.41,,,,
600307,酒钢宏兴,"Gansu Jiu Steel Group Hongxing Iron & Steel Co.,Ltd.",4.64,0,3,0,False,1.93,2.07,1.93,2.03,1.94,0.09,7.22,1075795.75,216857.04,SH,1.7176,3.24,1.97,8.56,1.93,9.14,1.88,10.33,,,,
600309,万华化学,"Wanhua Chemical Group Co.,Ltd.",4.33,0,3,0,False,46.8,49.15,46.8,48.9,46.87,2.03,5.01,350420.41,1699085.106,SH,2.4612,3.72,47.38,6.3,46.85,7.0,46.5,6.56,,,,
600312,平高电气,"Henan Pinggao Electric Co.,Ltd",1.59,0,3,0,False,6.26,6.39,6.26,6.38,6.28,0.1,2.07,56792.93,35990.582,SH,0.4185,0.92,6.31,2.08,6.31,2.24,6.3,-0.93,,,,
600317,营口港,"Yingkou Port Liability Co.,Ltd",0.4,0,3,0,False,2.47,2.49,2.46,2.49,2.48,0.01,1.21,50609.98,12544.583,SH,0.0782,1.38,2.48,1.22,2.48,-0.4,2.49,-1.58,,,,
600322,天房发展,"Tianjin Realty Development(Group) Co.,Ltd.",2.01,0,2,2,False,3.0,3.06,2.98,3.05,2.99,0.06,2.68,60975.21,18446.361,SH,0.5515,1.89,3.0,2.69,3.0,3.04,2.99,2.35,,,,
600338,西藏珠峰,"Tibet Summit Resources Co., Ltd.",10.01,1,2,0,False,10.19,11.21,10.16,11.21,10.19,1.02,10.3,390940.2,428697.695,SH,4.2763,4.54,10.43,12.89,10.2,16.77,9.9,17.14,,,,
600339,中油工程,"China Petroleum Engineering Co., Ltd.",1.56,0,3,0,False,3.19,3.26,3.18,3.25,3.2,0.05,2.5,276790.73,89499.13,SH,1.7832,1.7,3.21,3.5,3.19,2.2,3.21,-2.99,,,,
600346,恒力石化,"Hengli Petrochemical Co.,Ltd.",0.57,0,3,0,False,14.03,14.12,13.66,14.11,14.03,0.08,3.28,144751.33,202068.443,SH,0.3125,0.96,14.05,0.86,14.1,-0.35,14.25,-5.74,,,,
600348,阳泉煤业,"Yang Quan Coal Industry (Group) Co., Ltd.",4.47,0,6,0,False,5.14,5.38,5.14,5.37,5.14,0.23,4.67,403633.78,214344.664,SH,1.6783,4.3,5.2,5.5,5.16,6.76,5.1,5.92,,,,
600369,西南证券,"Southwest Securities Co.,Ltd.",0.7,0,2,0,False,4.28,4.34,4.28,4.33,4.3,0.03,1.4,121025.61,52235.032,SH,0.2144,1.07,4.3,0.93,4.31,0.46,4.31,-1.37,,,,
600375,华菱星马,"Hualing Xingma Automobile (Group) Co.,Ltd.",1.32,0,3,0,False,4.5,4.59,4.45,4.59,4.53,0.06,3.09,45424.18,20564.42,SH,0.8174,1.32,4.53,3.15,4.5,4.32,4.46,5.03,,,,
600376,首开股份,"Beijing Capital Development Co.,Ltd.",1.44,0,3,0,False,7.62,7.75,7.56,7.73,7.62,0.11,2.49,121733.12,93244.545,SH,0.4719,1.34,7.63,3.07,7.59,4.04,7.56,0.13,,,,
600386,北巴传媒,"Beijing Bashi Media Co.,Ltd.",1.42,0,2,0,False,3.53,3.6,3.51,3.58,3.53,0.05,2.55,28762.04,10269.618,SH,0.3567,1.31,3.54,1.42,3.55,1.99,3.53,0.56,,,,
600387,海越能源,"HY Energy Group Co.,Ltd",2.86,0,3,0,False,8.04,8.28,8.0,8.28,8.05,0.23,3.48,81234.3,66486.857,SH,2.0963,1.87,8.11,4.28,8.07,6.56,7.95,6.56,,,,
600388,龙净环保,"Fujian Longking Co.,Ltd",1.07,0,3,1,False,9.38,9.49,9.33,9.46,9.36,0.1,1.71,33772.28,31876.75,SH,0.3159,1.27,9.39,1.61,9.37,2.16,9.3,0.32,,,,
600389,江山股份,"Nantong Jiangshan Agrochemical&Chemicals Co.,Ltd.",1.68,0,2,0,False,18.95,19.47,18.95,19.4,19.08,0.32,2.73,12008.86,23196.802,SH,0.4043,1.29,19.18,0.1,19.28,1.84,19.32,-0.56,,,,
600397,安源煤业,"Anyuan Coal Industry Group Co., Ltd.",10.18,4,6,4,False,2.98,3.03,2.95,3.03,2.75,0.28,2.91,460442.48,139215.083,SH,4.6511,1.35,2.76,33.48,2.52,51.5,2.26,50.75,,,,
600403,大有能源,"Henan Dayou Energy Co., Ltd",2.45,0,4,0,False,4.03,4.24,4.03,4.18,4.08,0.1,5.15,66761.65,27829.956,SH,0.2792,2.45,4.11,5.03,4.05,5.03,4.01,8.85,,,,
600415,小商品城,"Zhejiang China Commodities City Group Co.,Ltd",0.53,0,2,0,False,3.74,3.8,3.74,3.78,3.76,0.02,1.6,56294.71,21275.676,SH,0.1034,1.04,3.76,0.53,3.76,0.53,3.77,-1.31,,,,
600416,湘电股份,"Xiangtan Electric Manufacturing Co.,Ltd.",1.32,0,2,0,False,5.97,6.18,5.95,6.12,6.04,0.08,3.81,41969.25,25604.149,SH,0.4437,0.61,6.04,2.17,6.03,8.51,5.89,2.68,,,,
600425,青松建化,"Xinjiang Qingsong Building Materials and Chemicals(Group) Co.,Ltd",9.88,1,2,0,False,3.33,3.67,3.33,3.67,3.34,0.33,10.18,370309.82,132244.112,SH,2.6858,4.68,3.44,10.54,3.4,12.23,3.35,8.9,,,,
600426,华鲁恒升,"Shandong Hualu-Hengsheng Chemical Co.,Ltd",1.07,0,7,0,False,16.74,17.15,16.63,16.93,16.75,0.18,3.1,130036.85,219728.408,SH,0.804,1.41,16.74,3.61,16.56,4.64,16.25,6.01,,,,
600468,百利电气,"Tianjin Benefo Tejing Electric Co.,Ltd.",1.55,0,3,1,False,3.24,3.36,3.23,3.27,3.22,0.05,4.04,64930.43,21331.861,SH,0.5788,1.96,3.23,2.83,3.22,2.83,3.21,0.93,,,,
600470,六国化工,"Anhui Liuguo Chemical Co.,Ltd",3.0,0,2,0,False,4.0,4.22,3.98,4.12,4.0,0.12,6.0,115644.0,47517.666,SH,2.2171,2.23,4.04,1.48,4.04,3.52,4.03,3.52,,,,
600475,华光股份,"Wuxi Huaguang Boiler Co.,Ltd.",0.32,0,2,2,False,9.53,9.53,9.39,9.53,9.5,0.03,1.47,7310.17,6921.49,SH,0.5203,0.98,9.51,-0.1,9.54,0.21,9.55,-0.83,,,,
600480,凌云股份,Lingyun Industrial Corporation Limited,1.67,0,3,1,False,6.0,6.1,5.98,6.09,5.99,0.1,2.0,40063.02,24234.509,SH,0.7347,1.11,6.02,2.18,6.02,1.67,6.04,-1.77,,,,
600483,福能股份,"Fujian Funeng Co.,Ltd.",0.43,0,3,0,False,9.2,9.35,9.16,9.24,9.2,0.04,2.07,40523.46,37498.272,SH,0.2611,1.59,9.17,2.33,9.12,3.47,9.07,2.1,,,,
600486,扬农化工,"Jiangsu Yangnong Chemical Co.,Ltd.",0.94,0,2,1,False,57.77,58.8,57.05,58.21,57.67,0.54,3.03,48767.82,282701.267,SH,1.5737,1.45,57.0,1.09,56.88,4.54,56.37,6.22,,,,
600495,晋西车轴,Jinxi Axle Company Limited,1.95,0,2,0,False,4.1,4.18,4.08,4.18,4.1,0.08,2.44,99525.54,41272.316,SH,0.8238,2.71,4.12,2.2,4.11,2.96,4.08,3.47,,,,
600499,科达洁能,"Keda Clean Energy Co.,Ltd.",0.51,0,3,0,False,3.84,3.92,3.84,3.91,3.89,0.02,2.06,27457.99,10677.921,SH,0.1945,1.0,3.89,1.3,3.89,2.09,3.87,-0.26,,,,
600500,中化国际,Sinochem International Corporation,0.99,0,5,0,False,5.04,5.1,5.02,5.09,5.04,0.05,1.59,83232.86,42172.93,SH,0.3074,1.04,5.05,1.8,5.02,4.73,4.96,3.04,,,,
600502,安徽建工,Anhui Construction Engineering Group Corporation Limited,1.81,0,2,0,False,3.85,3.96,3.85,3.94,3.87,0.07,2.84,85239.77,33438.087,SH,0.9359,1.84,3.89,1.81,3.88,3.96,3.84,3.96,,,,
600507,方大特钢,"Fangda Special Steel Technology Co.,Ltd",3.8,0,8,5,False,9.24,9.75,9.21,9.55,9.2,0.35,5.87,408964.63,391346.719,SH,2.9486,1.61,9.28,5.29,9.18,10.28,8.74,17.18,,,,
600509,天富能源,"Xinjiang Tianfu Energy Co.,Ltd.",3.07,0,3,0,False,3.57,3.7,3.56,3.69,3.58,0.11,3.91,56038.49,20390.384,SH,0.6187,1.67,3.61,3.65,3.59,6.34,3.54,3.94,,,,
600512,腾达建设,"Tengda Construction Group Co., Ltd.",1.43,0,3,0,False,2.78,2.84,2.76,2.83,2.79,0.04,2.87,396348.8,111510.064,SH,2.4789,2.39,2.78,4.04,2.76,4.04,2.74,4.04,,,,
600515,海航基础,"Hna Infrastructure Investment Group Co., Ltd",2.35,0,3,2,False,3.84,3.92,3.83,3.92,3.83,0.09,2.35,77131.82,29986.136,SH,0.4651,1.86,3.86,2.89,3.85,2.62,3.86,0.51,,,,
600516,方大炭素,"Fangda Carbon New Material Co.,Ltd",3.17,0,2,3,False,10.78,11.25,10.78,11.07,10.73,0.34,4.38,706155.09,780611.792,SH,2.5975,2.78,10.76,5.03,10.71,5.03,10.63,3.55,,,,
600520,文一科技,"WenYi Trinity Technology Co.,Ltd",0.49,0,2,1,False,10.33,10.33,10.14,10.31,10.26,0.05,1.85,6802.0,6960.773,SH,0.4293,0.91,10.27,-0.1,10.32,0.1,10.33,-3.19,,,,
600527,江南高纤,"Jiangsu Jiangnan High Polymer Fiber Co.,Ltd",0.49,0,3,0,False,2.03,2.05,2.02,2.04,2.03,0.01,1.48,63643.5,12954.587,SH,0.529,0.93,2.03,1.49,2.02,2.51,2.01,1.49,,,,
600528,中铁工业,China Railway Hi-tech Industry Corporation Limited,2.14,0,3,0,False,10.23,10.62,10.18,10.51,10.29,0.22,4.28,163093.45,170830.581,SH,0.8875,2.4,10.32,3.85,10.26,3.65,10.19,5.1,,,,
600531,豫光金铅,"Henan Yuguang Gold&Lead Co.,Ltd.",2.33,0,2,0,False,4.28,4.4,4.25,4.4,4.3,0.1,3.49,166780.85,72725.634,SH,1.5298,1.9,4.32,1.62,4.31,5.26,4.27,3.29,,,,
600533,栖霞建设,"Nanjing Chixia Development Co., Ltd.",1.91,0,2,0,False,3.14,3.22,3.14,3.2,3.14,0.06,2.55,118187.02,37664.679,SH,1.1256,2.19,3.16,1.91,3.15,3.56,3.13,2.89,,,,
600548,深高速,Shenzhen Expressway Company Limited,1.41,0,3,0,False,10.63,10.81,10.62,10.81,10.66,0.15,1.78,28126.27,30207.476,SH,0.1962,1.21,10.69,2.85,10.63,4.14,10.54,1.98,,,,
600558,大西洋,"Atlantic China Welding Consumables,Inc.",1.3,0,3,0,False,3.08,3.14,3.06,3.12,3.08,0.04,2.6,50557.39,15721.489,SH,0.5632,2.7,3.08,2.97,3.07,1.96,3.05,4.35,,,,
600565,迪马股份,"DIMA HOLDINGS Co.,Ltd.",2.94,0,3,2,False,3.08,3.17,3.05,3.15,3.06,0.09,3.92,153847.98,48017.911,SH,0.6495,2.44,3.08,4.3,3.07,3.96,3.06,2.61,,,,
600569,安阳钢铁,AnYang Iron & Steel Inc.,10.08,1,3,1,False,2.4,2.62,2.4,2.62,2.38,0.24,9.24,969874.21,248858.276,SH,4.0518,5.53,2.42,16.96,2.35,17.49,2.27,17.49,,,,
600575,淮河能源,"Huaihe Energy (Group) Co.,Ltd",0.76,0,3,0,False,2.62,2.67,2.61,2.66,2.64,0.02,2.27,111376.06,29509.651,SH,0.2866,0.99,2.64,2.31,2.63,2.7,2.61,0.76,,,,
600580,卧龙电驱,"Wolong Electric Group Co.,Ltd.",2.56,0,3,1,False,9.83,10.22,9.7,10.01,9.76,0.25,5.33,345110.46,343289.474,SH,2.674,1.34,9.72,10.49,9.49,11.72,9.22,15.59,,,,
600581,八一钢铁,"Xinjiang Ba Yi Iron & Steel Co.,Ltd.",10.03,1,2,2,False,3.26,3.51,3.24,3.51,3.19,0.32,8.46,742708.46,253901.905,SH,4.8451,2.84,3.26,13.96,3.19,14.33,3.1,17.0,,,,
600583,海油工程,"Offshore Oil Engineering Co.,Ltd.",0.76,0,2,0,False,6.58,6.67,6.49,6.64,6.59,0.05,2.73,235358.5,155400.289,SH,0.5323,1.39,6.47,6.58,6.37,5.73,6.29,6.75,,,,
600585,海螺水泥,Anhui Conch Cement Company Limited,3.98,0,3,3,False,46.28,47.88,46.28,47.86,46.03,1.83,3.48,410678.33,1947962.993,SH,1.0268,1.75,46.3,7.31,45.67,9.67,44.34,11.8,,,,
600586,金晶科技,"Shandong Jinjing Science & Technology Stock Co.,Ltd",0.72,0,3,0,False,2.77,2.8,2.74,2.8,2.78,0.02,2.16,57636.02,15998.763,SH,0.4034,1.4,2.77,2.56,2.76,2.56,2.75,1.82,,,,
600593,大连圣亚,"Dalian Sunasia Tourism Holding Co.,Ltd",0.65,0,5,5,False,41.27,41.69,40.92,41.53,41.26,0.27,1.87,9054.2,37414.238,SH,0.703,1.15,41.33,1.57,41.15,2.72,40.78,2.54,,,,
600596,新安股份,"Zhejiang Xinan Chemical Industrial Group Co.,Ltd",3.47,0,2,0,False,8.9,9.4,8.87,9.24,8.93,0.31,5.94,136405.89,125915.548,SH,1.9632,3.46,9.01,3.82,8.97,4.64,8.92,2.67,,,,
600598,北大荒,Heilongjiang Agriculture Company Limited,0.43,0,2,0,False,9.33,9.41,9.3,9.38,9.34,0.04,1.18,62228.73,58289.896,SH,0.3501,0.81,9.35,-0.85,9.37,1.52,9.31,0.64,,,,
600617,国新能源,Shanxi Guoxin Energy Corporation Limited,1.22,0,2,1,False,4.92,4.97,4.9,4.96,4.9,0.06,1.43,10925.17,5413.884,SH,0.1121,1.23,4.92,0.61,4.93,0.81,4.94,-1.2,,,,
600618,氯碱化工,"Shanghai Chlor-Alkali Chemical Co.,Ltd",1.62,0,2,0,False,6.8,6.96,6.74,6.91,6.8,0.11,3.24,24007.4,16545.158,SH,0.3202,1.88,6.82,1.92,6.81,2.07,6.85,-1.29,,,,
600623,华谊集团,Shanghai Huayi Group Corporation Limited,1.37,0,3,0,False,6.55,6.66,6.54,6.66,6.57,0.09,1.83,46525.37,30825.66,SH,0.2498,1.64,6.58,2.62,6.56,3.74,6.53,1.22,,,,
600628,新世界,"Shanghai New World Co.,Ltd.",1.56,0,6,0,False,9.6,9.84,9.51,9.75,9.6,0.15,3.44,33000.48,31965.256,SH,0.5102,1.48,9.61,3.72,9.51,5.41,9.29,10.8,,,,
600629,华建集团,Arcplus Group Plc,0.6,0,2,0,False,8.29,8.34,8.22,8.34,8.29,0.05,1.45,5746.4,4769.785,SH,0.1284,0.86,8.3,0.24,8.32,0.0,8.37,-2.11,,,,
600651,飞乐音响,"Shanghai Feilo Acoustics Co.,Ltd",2.33,0,2,0,False,4.29,4.54,4.19,4.39,4.29,0.1,8.16,218275.76,94812.43,SH,2.2155,1.07,4.28,2.33,4.21,13.44,4.02,16.76,,,,
600653,申华控股,"Shanghai Shenhua Holdings Co., Ltd",1.01,0,2,0,False,1.99,2.01,1.96,2.01,1.99,0.02,2.51,40872.93,8150.006,SH,0.21,1.04,1.99,1.52,1.99,3.08,1.98,0.0,,,,
600658,电子城,"Beijing Electronic Zone Investment and Development Group Co. , Ltd.",2.6,0,3,1,False,4.24,4.36,4.21,4.34,4.23,0.11,3.55,31522.87,13569.803,SH,0.2818,2.09,4.26,3.58,4.23,4.83,4.18,5.08,,,,
600675,中华企业,China Enterprise Company Limited,1.3,0,6,1,False,4.66,4.69,4.61,4.69,4.63,0.06,1.73,65597.51,30553.27,SH,0.2928,1.48,4.64,3.08,4.6,6.59,4.48,6.59,,,,
600678,四川金顶,"Sichuan Golden Summit(Group)Joint-Stock Co.,Ltd",10.0,1,2,0,False,4.6,5.06,4.6,5.06,4.6,0.46,10.0,134251.81,66716.509,SH,3.8469,6.48,4.75,9.76,4.7,10.72,4.65,9.05,,,,
